"","sleep","depr"
"1",0.36155975445363,-6.0833757847695
"2",0.701804603379714,-3.71021332599619
"3",-0.526805075418778,-8.44640668449295
"4",0.0726690147103044,-1.74746194154035
"5",0.0524383791124579,-10.2754171498716
"6",-1.15092763031375,-10.2804458823822
"7",1.09613386245369,-4.2313064389563
"8",-0.062239666159548,-2.04920894745657
"9",0.334243460975802,-6.09549887089208
"10",1.14872339010977,-3.79550251247152
"11",-0.581877947777237,-4.65939041348807
"12",-0.749616971300189,-8.81534325217248
"13",0.910410840879703,-2.86582731490718
"14",1.11742995875609,-4.6436194501194
"15",-0.418820865059047,-7.75105641634122
"16",-0.907627215201269,-9.45352340813163
"17",1.97003011062714,-3.44575203598348
"18",-1.90834373215184,-10.8293700073719
"19",0.542954177462622,0.4972789873544
"20",-0.345844376549832,-7.13074212055055
"21",0.644346198941554,-5.0244053978854
"22",-0.198723382031348,0.607170624008268
"23",1.15407081632864,-3.55584810996429
"24",1.4530534592766,-2.50121899643952
"25",-2.08842349069834,-6.40786343076198
"26",0.458298550868583,-6.45001173187207
"27",-0.366775372143891,-8.23971576798291
"28",-1.18484628960619,-9.87716798274498
"29",-0.307311797144886,-4.18787616786049
"30",1.59718791544905,2.67435352509766
"31",-0.0588286173877532,-4.67061950598976
"32",1.42134856884801,-4.71054801679273
"33",0.658820751705767,-5.47576347402044
"34",0.521445890382536,-4.21506778289095
"35",0.474550847435885,-7.10222001035848
"36",-0.952073534804453,-8.21024678501652
"37",-0.524975383441878,-5.33149481176718
"38",1.55637503809246,-3.92391033920846
"39",0.108401568793208,0.132387788383772
"40",0.904369452475659,-5.2366374904828
"41",2.74791802160031,4.91531582682362
"42",-1.34655625332717,-8.41882564111218
"43",0.121528794360465,-5.24633650848177
"44",1.24958088623144,-1.97503005943846
"45",1.14348257158921,-4.48978835063541
"46",0.467609116249977,0.00104615311567091
"47",-0.621538903584404,-8.01466753291277
"48",-0.76490135069603,-8.27096571680561
"49",-2.54449042656953,-12.0373872436635
"50",1.19109508323358,-2.47183660671423
"51",-0.181203366663104,-3.32965056314448
"52",-0.0942800707192729,-5.97376308669473
"53",1.28984747176938,-3.0785431863351
"54",0.511960553939644,-5.49800031325089
"55",-0.102248124720379,-4.78899910825659
"56",-1.54775848587945,-10.8781258120542
"57",0.995697909210696,-5.15922483653464
"58",0.0916263729784724,-2.4012150136956
"59",0.970542135553936,-2.97102759111776
"60",-0.69575981076194,-7.85996661680369
"61",0.256420998650488,-3.79398781880151
"62",-0.505698829124841,-3.37015112523301
"63",0.211735657486323,-3.61675001258425
"64",-1.80197109952288,-7.99851530020139
"65",0.786960950515029,2.16771654649126
"66",2.01759939186744,3.32356973511262
"67",-1.06724411241813,-5.97608076974648
"68",-2.55752994001004,-7.23135154181412
"69",0.356876221522439,-6.63292953367497
"70",0.433842342835993,-4.86903634851603
"71",-0.0431617762795468,-7.24536193415477
"72",-2.74308767007553,-12.6644861932115
"73",1.11996050637452,-0.296626116179978
"74",-1.42962491787488,-7.69245257087478
"75",-0.203562752233938,-2.46041085195676
"76",0.189696133247245,-6.08164109259207
"77",-0.233179005770413,-2.22714424179986
"78",0.222187426640567,-5.57763624832693
"79",-1.81469751107532,-1.94823343178534
"80",-0.89269243494101,-5.84849480764349
"81",-0.593867963173792,-5.0112103028188
"82",-0.662288887949687,-7.53109819991323
"83",-0.432874512151276,-6.16958882846347
"84",0.436708135324634,-6.56433415778213
"85",1.27491205883781,-4.51177998905297
"86",0.794373906327049,-3.80073894644029
"87",0.441855341886526,-3.37849119648615
"88",-0.897785941861259,0.161148290093862
"89",0.758532600365523,2.32223838709768
"90",-0.831582103763165,-1.65021722061959
"91",1.81732899977868,-3.58065481914804
"92",-0.731623239427718,-8.95203094639499
"93",1.47861440997485,-1.15227544763454
"94",1.50687433164397,-4.44079519488372
"95",1.45961705866548,0.277015602050653
"96",0.360222647739778,3.63387749485981
"97",0.886695864177366,-5.8017640681957
"98",-0.256579575371556,-7.65289311423508
"99",-1.70220149453044,-7.70621953397963
"100",1.62459994154733,6.29199115530185
"101",-0.778441806079245,-8.15313209772728
"102",0.809462365947761,-4.92576271388536
"103",-0.983860734279823,-4.19008085660283
"104",-0.908999189764379,-8.44159845291921
"105",1.18192849578983,0.837690839200019
"106",-0.738523787687163,-3.18156699826343
"107",0.580064261657217,-5.2069175265619
"108",2.69691512249549,-1.20485534543571
"109",-0.428607609726416,-8.78664091107873
"110",-0.15754511145921,-5.16495432350851
"111",0.196025892915354,-6.51844847353015
"112",0.0548903180534391,-7.18639067204393
"113",1.19901820744554,-1.3267309215394
"114",-0.786021071551619,-0.289511243842348
"115",-0.0779255750159616,-5.93549390372055
"116",-1.60238319463844,-5.35622343538313
"117",-1.67163505856021,-9.43917208778572
"118",-0.312275897658355,-6.40816402425908
"119",0.219510910236348,-4.24024760556916
"120",-1.41601197354095,-8.38112273685467
"121",-1.1665226366183,-3.65876058207213
"122",1.47866777835385,-1.90328954164581
"123",1.1977547864748,0.663593894505446
"124",-0.602638805723992,-8.14583487760851
"125",-0.743416399258459,-8.6005403718219
"126",-0.627917179472597,-4.90147557210176
"127",0.0105330211619732,-4.48880415961597
"128",-0.357566495955054,-7.9586056738828
"129",1.26108541578583,-4.26668209893614
"130",0.587776541564734,-5.60227149715168
"131",0.330174201268579,-6.59486648066571
"132",-0.639730565857835,-8.20804605277901
"133",-0.626848301923427,-4.45820988188663
"134",0.377497174914146,-5.62026481172085
"135",-0.230864343916609,-7.08709681793689
"136",-1.93211606386991,-10.6501907940269
"137",0.780350905437645,-5.67041851759661
"138",0.596748514149944,-5.18611784553421
"139",-1.57892717749262,-5.28256570850336
"140",-0.797149427789274,-6.00426123417731
"141",1.09731992401957,-3.56399156674588
"142",-0.657995209569884,-8.82206778584576
"143",1.61101516715942,0.3704732475791
"144",0.350472516763831,-0.109693946863449
"145",-1.66623758184194,-9.38516628607055
"146",-0.975815222897556,-6.42024587745376
"147",-1.30000282675078,-10.6150352551752
"148",-1.69984388191693,-10.2044954522178
"149",-0.384006811749657,-5.25798983198881
"150",0.524053913020702,-5.833901339214
"151",-2.15947976370734,-7.15990570573183
"152",0.821980289360925,-3.64191829926658
"153",0.266784993525027,-7.55381124249314
"154",1.1633393001483,-3.88646423503666
"155",-1.46319479368276,-9.71601805837756
"156",0.0183809491818681,-6.02296953491966
"157",0.430492380002663,-5.97850294984534
"158",0.55998139155994,-3.40529695840386
"159",-1.65393860453894,-10.2270085810982
"160",0.33354823720187,-4.48279015369545
"161",0.0160614287399728,-2.20171349717727
"162",-0.88746033368794,-4.68417494541918
"163",0.702329524618104,-4.88893969813992
"164",0.527511598549655,1.49080251938837
"165",-2.07227167119975,-6.09836489548024
"166",-0.534593752331288,-8.23366140812818
"167",1.290671761405,-1.54241959545203
"168",-1.00669384712702,-8.36276969342445
"169",-0.408589367555834,-6.18332743724594
"170",-0.893247302737255,-4.61323895825274
"171",-0.538760027715314,-7.41112337103848
"172",-0.301102052798429,-7.9262204258436
"173",-0.664365094476526,-8.08072916059946
"174",1.0568121128122,-4.46056245519772
"175",1.95199852808349,-3.35411449221344
"176",-0.694124371225508,-9.37047097102182
